Group,Seniority,Position,Location,Salary_b2b,Salary_permanent,Obligatory_skills,Optional_skills
Javascript,Mid,Frontend Developer, Warszawa,11 000 - 16 800 PLN,No permanent information,[],"[{'TypeScript': 'nice to have'}, {'Angular': 'nice to have'}, {'HTML5': 'nice to have'}, {'CSS3': 'nice to have'}]"
Javascript,Mid,Frontend Developer, Wrocław,10 000 - 15 000 PLN,No permanent information,"[{'Vue.js': 'advanced'}, {'Threejs': 'regular'}, {'CSS': 'regular'}, {'SCSS': 'regular'}]",[{'GitHub': 'nice to have'}]
Javascript,Mid,React Developer, Kraków,14 000 - 20 000 PLN,No permanent information,"[{'React.JS': 'regular'}, {'English': 'regular'}]","[{'Python': 'nice to have'}, {'SQL': 'nice to have'}]"
Javascript,Mid,Frontend Developer, Warszawa,10 000 - 17 000 PLN,No permanent information,"[{'React': 'advanced'}, {'Vue.js': 'advanced'}]",
Javascript,Mid,Frontend Developer (Vue.js), Wrocław,9 000 - 14 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'Agile': 'advanced'}, {'Vue.js': 'regular'}, {'Front-End': 'regular'}, {'UI': 'regular'}, {'TypeScript': 'junior'}]",[{'Python': 'nice to have'}]
Javascript,Senior,Senior Frontend Developer (Angular), Kraków,19 950 - 24 360 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'Angular': 'advanced'}, {'HTML': 'advanced'}, {'CSS': 'advanced'}, {'Bootstrap': 'advanced'}]",
Javascript,Mid,Frontend (Angular) Developer, Warszawa,16 989 - 22 029 PLN,No permanent information,"[{'JavaScript': 'regular'}, {'Angular 2+': 'regular'}, {'RxJS': 'regular'}, {'CSS': 'regular'}, {'SASS': 'regular'}, {'SCSS': 'regular'}, {'webcomponents': 'regular'}, {'Git': 'regular'}, {'NgRx': 'junior'}]",
Javascript,Mid,Node js. Developer, Warszawa,7 000 - 14 000 PLN,No permanent information,"[{'Node.js': 'regular'}, {'nest js': 'regular'}, {'TypeScript': 'regular'}, {'English': 'regular'}]",
Javascript,Senior,Game JavaScript Consultant (5h/week), Kraków,25 200 - 33 600 PLN,No permanent information,"[{'WebAssembly': 'advanced'}, {'JavaScript': 'advanced'}, {'WebRTC': 'regular'}, {'WebGPU': 'regular'}, {'WebGL': 'regular'}, {'WebWorker': 'regular'}, {'WebSocket': 'regular'}, {'WebCodec': 'regular'}]",
Javascript,Mid,Frontend Developer (Angular 2+), Kraków,15 000 - 18 000 PLN,No permanent information,"[{'Angular': 'master'}, {'JavaScript': 'master'}, {'TypeScript': 'master'}, {'HTML': 'advanced'}, {'CSS': 'advanced'}, {'English': 'advanced'}, {'Node.js': 'junior'}, {'ReactJS': 'junior'}]",
Javascript,Senior,Senior Frontend Engineer, Wien,4 200 - 6 500 EUR,No permanent information,"[{'React': 'advanced'}, {'TypeScript': 'advanced'}]",
Javascript,Mid,Frontend Developer ( React), Gdynia,21 000 - 23 000 PLN,No permanent information,"[{'ReactJS': 'advanced'}, {'Angular': 'regular'}, {'Gulp': 'regular'}, {'Webpack': 'regular'}, {'Git': 'regular'}, {'NPM': 'regular'}, {'JSLint': 'regular'}]",
Javascript,Mid,Node.js Developer REMOTE, Warszawa,11 000 - 17 500 PLN,No permanent information,"[{'Node.js': 'regular'}, {'REST API': 'regular'}, {'TypeScript': 'regular'}, {'MongoDB': 'regular'}, {'Scrum': 'regular'}, {'Agile': 'regular'}]","[{'Docker': 'nice to have'}, {'Kubernetes': 'nice to have'}, {'AWS': 'nice to have'}, {'RabbitMQ': 'nice to have'}]"
Javascript,Junior,Junior Node.js Developer (remote), Warszawa,5 000 - 7 000 PLN,No permanent information,"[{'Node.js': 'regular'}, {'AWS': 'junior'}, {'SQL': 'junior'}]",
Javascript,Junior,Frontend Developer, Wrocław,6 720 - 11 760 PLN,6 000 - 10 000 PLN,"[{'JavaScript': 'regular'}, {'HTML&CSS': 'regular'}, {'React': 'junior'}, {'Responsive Web Design': 'junior'}, {'Git': 'junior'}]",[{'TypeScript': 'nice to have'}]
Javascript,Mid,Backend Developer (node.js), Łódź,Undisclosed Salary,No permanent information,"[{'Node.js': 'advanced'}, {'TypeScript': 'advanced'}, {'JavaScript': 'regular'}, {'Docker': 'regular'}, {'PostgreSQL': 'junior'}]",
Javascript,Mid,Back-end Engineer - Node.js, Kraków,16 250 - 20 000 PLN,12 000 - 17 000 PLN,"[{'Node.js': 'advanced'}, {'JavaScript': 'advanced'}, {'SQL': 'advanced'}, {'REST': 'advanced'}, {'Git': 'advanced'}, {'AWS': 'regular'}]","[{'TypeScript': 'nice to have'}, {'Docker': 'nice to have'}, {'Kubernetes': 'nice to have'}, {'GraphQL': 'nice to have'}]"
Javascript,Senior,Full-Stack Developer, Wrocław,17 000 - 20 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'Vue': 'advanced'}, {'PHP': 'advanced'}]",[{'Zend': 'nice to have'}]
Javascript,Senior,Lead Frontend Developer, Szczecin,Undisclosed Salary,No permanent information,"[{'JavaScript': 'advanced'}, {'ReactJS': 'advanced'}, {'HTML': 'regular'}, {'CSS': 'regular'}]",
Javascript,Senior,Senior Frontend Developer, Gdańsk,18 000 - 25 000 PLN,No permanent information,"[{'React': 'master'}, {'Next.js': 'master'}, {'TypeScript': 'advanced'}, {'REST API': 'regular'}, {'Monorepo': 'regular'}, {'Mentoring': 'regular'}, {'Node.js': 'junior'}]","[{'Gatsby': 'nice to have'}, {'Leaflet': 'nice to have'}, {'Mapbox': 'nice to have'}]"
Javascript,Mid,Front-end Developer, Gdańsk,13 000 - 17 000 PLN,No permanent information,"[{'Vue.js': 'regular'}, {'React': 'regular'}, {'Angular': 'regular'}]",
Javascript,Senior,Senior Frontend Developer, Warszawa,18 000 - 25 000 PLN,No permanent information,"[{'React': 'master'}, {'Next.js': 'master'}, {'TypeScript': 'advanced'}, {'REST API': 'regular'}, {'Monorepo': 'regular'}, {'Mentoring': 'regular'}, {'Node.js': 'junior'}]","[{'Gatsby': 'nice to have'}, {'Leaflet': 'nice to have'}, {'Mapbox': 'nice to have'}]"
Javascript,Mid,Fullstack Blockchain Developer, Kraków,15 000 - 21 000 PLN,No permanent information,"[{'TypeScript': 'regular'}, {'ReactJS': 'regular'}, {'Redux': 'regular'}, {'Redux-saga': 'regular'}, {'Solidity': 'regular'}, {'truffle': 'regular'}, {'Web3': 'regular'}, {'Bitcoin': 'regular'}, {'Docker': 'regular'}, {'Blockchain': 'regular'}]",
Javascript,Senior,Remote Senior Software Engineer, Kraków,16 000 - 21 000 PLN,No permanent information,"[{'React': 'advanced'}, {'TypeScript': 'advanced'}, {'Docker': 'advanced'}, {'PostgreSQL': 'advanced'}, {'Kafka': 'regular'}]","[{'Google Cloud': 'nice to have'}, {'Elixir': 'nice to have'}]"
Javascript,Senior,React Developer, Kraków,18 000 - 22 000 PLN,16 000 - 19 000 PLN,"[{'React': 'master'}, {'JavaScript': 'master'}, {'TypeScript': 'master'}, {'Redux': 'regular'}]",
Javascript,Senior,Senior Node.js Developer, Warszawa,18 000 - 23 000 PLN,No permanent information,"[{'Node.js': 'advanced'}, {'JavaScript': 'advanced'}, {'TypeScript': 'advanced'}]",
Javascript,Senior,Angular Developer, Kraków,12 000 - 24 000 PLN,No permanent information,"[{'Angular': 'advanced'}, {'JavaScript': 'advanced'}, {'TypeScript': 'regular'}, {'State Container': 'regular'}, {'REST': 'regular'}, {'Webpack': 'junior'}, {'E2E & Unit Testing': 'junior'}]",[{'GraphQL': 'nice to have'}]
Javascript,Mid,React Developer, Kraków,12 000 - 18 000 PLN,10 000 - 15 000 PLN,"[{'English': 'advanced'}, {'React': 'regular'}, {'TypeScript': 'regular'}, {'Git': 'regular'}, {'Gitlab CI': 'regular'}, {'Gulp': 'regular'}, {'Webpack': 'regular'}, {'web3.js': 'regular'}, {'ethers.js': 'regular'}, {'OOP': 'regular'}]",
Javascript,Senior,Full-Stack Developer, Warszawa,17 000 - 20 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'Vue': 'advanced'}, {'PHP': 'advanced'}]",[{'Zend': 'nice to have'}]
Javascript,Senior,JS Fullstack Dev - greenfield US Startup, Kraków,17 500 - 25 000 PLN,No permanent information,"[{'TypeScript': 'regular'}, {'React.JS': 'regular'}, {'SQL': 'regular'}, {'Nest.js': 'junior'}]","[{'React-Query': 'nice to have'}, {'Chakra UI': 'nice to have'}, {'Snowflake': 'nice to have'}, {'AWS': 'nice to have'}, {'gRPC': 'nice to have'}, {'Bull.js': 'nice to have'}]"
Javascript,Mid,JavaScript Developer (Node.js + React), Warszawa,10 000 - 15 000 PLN,No permanent information,"[{'Node.js': 'advanced'}, {'React': 'regular'}, {'JavaScript': 'regular'}, {'MongoDB': 'regular'}, {'GraphQL': 'regular'}, {'REST API': 'regular'}, {'Testy integracyjne': 'regular'}]",[{'TypeScript': 'nice to have'}]
Javascript,Mid,JavaScript Developer, Warszawa,8 000 - 14 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'HTML5': 'advanced'}, {'CSS3': 'advanced'}, {'Vue.js': 'regular'}, {'Browser Environment': 'junior'}]","[{'Software Architecture': 'nice to have'}, {'TDD': 'nice to have'}, {'GraphQL': 'nice to have'}]"
Javascript,Senior,Senior Frontend Developer, Gdańsk,18 000 - 25 000 PLN,No permanent information,"[{'React': 'master'}, {'Next.js': 'master'}, {'TypeScript': 'advanced'}, {'REST API': 'regular'}, {'Monorepo': 'regular'}, {'Mentoring': 'regular'}, {'Node.js': 'junior'}]","[{'Gatsby': 'nice to have'}, {'Leaflet': 'nice to have'}, {'Mapbox': 'nice to have'}]"
Javascript,Senior,Senior Frontend Developer, Białystok,10 800 - 17 800 PLN,8 500 - 14 000 PLN,"[{'ReactJS': 'master'}, {'JavaScript': 'master'}, {'TypeScript': 'master'}, {'CSS': 'master'}, {'Figma': 'regular'}]",
Javascript,Senior,Frontend Developer, Warszawa,22 000 - 26 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'English': 'advanced'}, {'REST': 'advanced'}, {'Problem Solving': 'advanced'}, {'Less': 'advanced'}, {'CSS': 'regular'}, {'SASS': 'regular'}]",
Javascript,Mid,Frontend Developer, Wrocław,Undisclosed Salary,No permanent information,"[{'HTML': 'advanced'}, {'CSS': 'advanced'}, {'JavaScript': 'regular'}, {'Angular': 'regular'}, {'React': 'regular'}, {'Vue.js': 'regular'}]",
Javascript,Mid,Frontend Developer, Rzeszów,Undisclosed Salary,No permanent information,"[{'HTML': 'advanced'}, {'CSS': 'advanced'}, {'JavaScript': 'regular'}, {'Angular': 'regular'}, {'React': 'regular'}, {'Vue.js': 'regular'}]",
Javascript,Mid,Frontend Developer, Gdańsk,Undisclosed Salary,No permanent information,"[{'HTML': 'advanced'}, {'CSS': 'advanced'}, {'JavaScript': 'regular'}, {'Angular': 'regular'}, {'React': 'regular'}, {'Vue.js': 'regular'}]",
Javascript,Mid,JavaScript Fullstack Engineer, Kraków,13 200 - 16 800 PLN,11 000 - 14 000 PLN,"[{'JavaScript': 'regular'}, {'ReactJS': 'regular'}]",[{'TypeScript': 'nice to have'}]
Javascript,Mid,Frontend Developer, Warszawa,8 000 - 15 000 PLN,7 000 - 13 000 PLN,"[{'JavaScript': 'advanced'}, {'CSS': 'advanced'}, {'React': 'regular'}, {'Angular': 'regular'}, {'Vue': 'regular'}]","[{'TypeScript': 'nice to have'}, {'GraphQL': 'nice to have'}]"
Javascript,Mid,Front-end Developer, Wrocław,12 000 - 17 000 PLN,No permanent information,"[{'HTML5': 'master'}, {'CSS': 'advanced'}, {'RWD': 'advanced'}, {'Front-End': 'regular'}, {'ES6+': 'regular'}, {'JavaScript': 'regular'}, {'Vue.js': 'regular'}, {'SASS': 'regular'}]","[{'TypeScript': 'nice to have'}, {'Docker': 'nice to have'}]"
Javascript,Junior,Junior Frontend Developer, Łódź,4 500 - 6 500 PLN,3 500 - 6 000 PLN,"[{'JavaScript': 'junior'}, {'CSS': 'junior'}, {'jQuery': 'junior'}, {'HTML': 'junior'}, {'Bootstrap': 'junior'}, {'Probelm Solving': 'junior'}, {'Communication Skills': 'junior'}]","[{'React': 'nice to have'}, {'SQL': 'nice to have'}, {'PHP': 'nice to have'}]"
Javascript,Mid,Frontend Developer, Białystok,8 000 - 15 000 PLN,7 000 - 13 000 PLN,"[{'JavaScript': 'advanced'}, {'CSS': 'advanced'}, {'React': 'regular'}, {'Angular': 'regular'}, {'Vue': 'regular'}]","[{'TypeScript': 'nice to have'}, {'GraphQL': 'nice to have'}]"
Javascript,Mid,Full-stack Developer, Warszawa,10 000 - 16 000 PLN,No permanent information,"[{'Node.js': 'advanced'}, {'TypeScript': 'regular'}, {'SQL': 'regular'}, {'JavaScript': 'regular'}]",
Javascript,Senior,Frontend Tech Lead, Warszawa,16 800 - 19 320 PLN,No permanent information,"[{'Node.js': 'advanced'}, {'JS': 'advanced'}, {'htlm5': 'regular'}, {'TypeScript': 'regular'}, {'JavaScript': 'regular'}, {'ReactJS': 'regular'}]",
Javascript,Mid,Frontend Developer, Gliwice,7 500 - 13 500 PLN,No permanent information,"[{'JavaScript': 'regular'}, {'ECMAScript 6': 'regular'}, {'React': 'regular'}, {'HTML5': 'regular'}, {'CSS3': 'regular'}]",[{'TypeScript': 'nice to have'}]
Javascript,Senior,Fullstack Developer, Białystok,22 000 - 26 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'REST': 'advanced'}, {'CSS': 'advanced'}, {'Java': 'regular'}, {'SASS': 'regular'}, {'Java EE': 'regular'}, {'Maven': 'regular'}, {'Git': 'regular'}, {'NoSQL': 'regular'}]",[{'Apache Sling': 'nice to have'}]
Javascript,Mid,Node.js Developer, Gliwice,7 500 - 13 500 PLN,No permanent information,"[{'JavaScript': 'regular'}, {'Node.js': 'regular'}, {'English': 'regular'}, {'Express.js': 'junior'}]",[{'TypeScript': 'nice to have'}]
Javascript,Mid,Frontend Developer, Kraków,8 000 - 15 000 PLN,7 000 - 13 000 PLN,"[{'JavaScript': 'advanced'}, {'CSS': 'advanced'}, {'React': 'regular'}, {'Angular': 'regular'}, {'Vue': 'regular'}]","[{'TypeScript': 'nice to have'}, {'GraphQL': 'nice to have'}]"
Javascript,Senior,Fullstack Developer, Poznań,22 000 - 26 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'REST': 'advanced'}, {'CSS': 'advanced'}, {'Java': 'regular'}, {'SASS': 'regular'}, {'Java EE': 'regular'}, {'Maven': 'regular'}, {'Git': 'regular'}, {'NoSQL': 'regular'}]",[{'Apache Sling': 'nice to have'}]
Javascript,Senior,Frontend Developer, Białystok,22 000 - 26 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'English': 'advanced'}, {'REST': 'advanced'}, {'Problem Solving': 'advanced'}, {'Less': 'advanced'}, {'CSS': 'regular'}, {'SASS': 'regular'}]",
Javascript,Mid,React Developer, Wrocław,14 500 - 18 000 PLN,No permanent information,"[{'React': 'regular'}, {'JavaScript': 'regular'}, {'CSS3': 'regular'}]",
Javascript,Mid,React Developer, Kraków,12 000 - 18 000 PLN,10 000 - 15 000 PLN,"[{'React': 'regular'}, {'TypeScript': 'regular'}, {'REST API': 'regular'}, {'D3.js': 'regular'}, {'Unit Testing': 'regular'}, {'English': 'regular'}]",
Javascript,Senior,Frontend Developer, Poznań,22 000 - 26 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'English': 'advanced'}, {'REST': 'advanced'}, {'Problem Solving': 'advanced'}, {'Less': 'advanced'}, {'CSS': 'regular'}, {'SASS': 'regular'}]",
Javascript,Senior,Fullstack Developer, Warszawa,22 000 - 26 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'REST': 'advanced'}, {'CSS': 'advanced'}, {'Java': 'regular'}, {'SASS': 'regular'}, {'Java EE': 'regular'}, {'Maven': 'regular'}, {'Git': 'regular'}, {'NoSQL': 'regular'}]",[{'Apache Sling': 'nice to have'}]
Javascript,Mid,Front-end Developer with Angular, Poznań,14 700 - 19 000 PLN,No permanent information,"[{'AngularJS': 'advanced'}, {'JavaScript': 'advanced'}, {'HTML/CSS': 'advanced'}, {'Redux': 'regular'}]",
Javascript,Senior,Front-end Developer with React, Poznań,16 800 - 21 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'HTML / CSS': 'advanced'}, {'TypeScript': 'advanced'}, {'React': 'advanced'}, {'Redux': 'regular'}]",
Javascript,Mid,Fullstack developer (PHP + JS), Warszawa,11 000 - 12 000 PLN,No permanent information,"[{'PHP 7.x': 'advanced'}, {'Symfony 5': 'advanced'}, {'JavaScript (jQuery)': 'advanced'}, {'OOP': 'regular'}, {'Git': 'regular'}, {'postgreSQL 10': 'regular'}, {'API': 'regular'}, {'Microservice Architecture': 'regular'}, {'JavaScript': 'regular'}, {'CSS / SCSS / Bootstrap 4': 'junior'}]",
Javascript,Senior,Frontend Developer, Warszawa,18 900 - 27 300 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'Angular': 'regular'}, {'Vue.js': 'regular'}, {'API': 'regular'}, {'HTML': 'regular'}]","[{'React': 'nice to have'}, {'Angular 2+': 'nice to have'}, {'Redux': 'nice to have'}, {'flux': 'nice to have'}, {'Postman': 'nice to have'}]"
Javascript,Mid,JavaScript Fullstack Developer, Kraków,13 200 - 16 800 PLN,11 000 - 14 000 PLN,"[{'JavaScript': 'regular'}, {'Node.js': 'regular'}]",
Javascript,Mid,React Developer, Wrocław,9 000 - 18 000 PLN,8 000 - 15 000 PLN,"[{'JS ES6': 'advanced'}, {'Front-End': 'advanced'}, {'ReactJS': 'regular'}, {'MySQL': 'regular'}, {'REST': 'regular'}, {'HTML5': 'regular'}, {'Redux': 'junior'}, {'CSS3': 'junior'}, {'TypeScript': 'junior'}]",
Javascript,Mid,Mid Front-End Developer, Gdańsk,8 000 - 16 000 PLN,No permanent information,"[{'JS': 'advanced'}, {'HTML': 'advanced'}, {'CSS': 'advanced'}]","[{'React': 'nice to have'}, {'Next.js': 'nice to have'}]"
Javascript,Senior,Frontend Lead, Warszawa,20 000 - 25 000 PLN,No permanent information,"[{'React': 'master'}, {'Git': 'master'}, {'Redux or MobX': 'master'}, {'TypeScript': 'advanced'}, {'Jest': 'advanced'}, {'Docker': 'regular'}, {'CSS-in-JS': 'regular'}, {'Nrwl Nx': 'regular'}]",
Javascript,Mid,React Developer, Warszawa,7 000 - 14 000 PLN,5 810 - 11 620 PLN,"[{'React.JS': 'advanced'}, {'JavaScript (ES6+)': 'advanced'}, {'HTML': 'advanced'}, {'CSS': 'advanced'}]",[{'Node.js': 'nice to have'}]
Javascript,Mid,JavaScript Developer, Katowice,8 500 - 16 800 PLN,No permanent information,"[{'JavaScript': 'regular'}, {'React': 'regular'}, {'Angular': 'regular'}, {'Scrum': 'regular'}, {'English': 'regular'}]",
Javascript,Senior,Frontend/Full Stack Developer (Remote), Warszawa,18 000 - 22 000 PLN,No permanent information,"[{'JavaScript / TypeScript': 'master'}, {'React': 'master'}, {'SQL DB': 'master'}, {'MongoDB': 'master'}, {'Node.js': 'advanced'}]",
Javascript,Mid,Software Developer, Warszawa,Undisclosed Salary,No permanent information,[{'JavaScript': 'regular'}],
Javascript,Senior,Senior Frontend Engineer (Remote EU), Barcelona,25 000 - 35 000 PLN,No permanent information,"[{'React': 'master'}, {'Redux': 'advanced'}, {'ReactJS': 'advanced'}]",
Javascript,Senior,Senior React Developer, Warszawa,16 000 - 20 000 PLN,No permanent information,"[{'React': 'master'}, {'JavaScript': 'master'}, {'TypeScript': 'advanced'}, {'English': 'advanced'}, {'Git': 'advanced'}, {'Docker': 'regular'}]",
Javascript,Senior,Senior Frontend Developer, Warszawa,18 480 - 23 520 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'TypeScript': 'advanced'}, {'Angular 2+': 'advanced'}]","[{'Docker': 'nice to have'}, {'Kubernetes': 'nice to have'}, {'Node.js': 'nice to have'}]"
Javascript,Senior,Software Engineer/Senior SE, Warszawa,12 000 - 20 000 PLN,No permanent information,"[{'JavaScript': 'master'}, {'Python': 'regular'}, {'React': 'junior'}]","[{'Angular': 'nice to have'}, {'Rally': 'nice to have'}]"
Javascript,Senior,Senior Software Engineer (Front-End), Kraków,15 000 - 23 000 PLN,15 000 - 23 000 PLN,"[{'React': 'advanced'}, {'CSS': 'advanced'}, {'JavaScript': 'advanced'}]",[{'GraphQL': 'nice to have'}]
Javascript,Senior,Node Senior Developer, Łódź,14 000 - 20 000 PLN,12 000 - 18 000 PLN,"[{'Node': 'master'}, {'Node.js': 'master'}, {'HTML5': 'master'}, {'JavaScript': 'master'}, {'REST API': 'master'}, {'CSS3': 'master'}, {'React': 'regular'}]",
Javascript,Senior,Node.js developer, Wrocław,10 000 - 15 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'Node.js': 'advanced'}]",
Javascript,Senior,Full stack Developer (React), Gliwice,14 000 - 17 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'Git': 'advanced'}, {'SQL': 'advanced'}, {'MySQL': 'advanced'}, {'Docker': 'advanced'}, {'HTML5 / CSS3': 'advanced'}, {'Node.js': 'advanced'}, {'ReactJS': 'advanced'}, {'AngularJS': 'advanced'}, {'MariaDB': 'advanced'}]",
Javascript,Senior,Full-Stack (React + Python) Engineer, Warszawa,21 000 - 25 500 PLN,No permanent information,"[{'React': 'master'}, {'JavaScript': 'master'}, {'Python': 'advanced'}, {'REST API': 'advanced'}, {'SQL': 'advanced'}]",
Javascript,Senior,Senior JavaScript Engineer, Warszawa,7 000 - 8 000 EUR,No permanent information,"[{'TypeScript': 'advanced'}, {'JavaScript': 'advanced'}, {'ReactJS': 'advanced'}, {'Node.js': 'regular'}, {'TDD': 'regular'}, {'AWS': 'regular'}]","[{'Vue.js': 'nice to have'}, {'Docker': 'nice to have'}, {'Circle CI': 'nice to have'}, {'Python': 'nice to have'}]"
Javascript,Mid,Frontend Web Developer, Warszawa,13 700 - 18 300 PLN,No permanent information,"[{'HTML': 'advanced'}, {'CSS': 'advanced'}, {'SCSS': 'advanced'}, {'JavaScript': 'regular'}, {'Bootstrap': 'junior'}, {'UX/UI': 'junior'}]",[{'tailwind': 'nice to have'}]
Javascript,Mid,Mid / Senior Software Engineer (React), Kraków,16 000 - 32 000 PLN,No permanent information,"[{'JavaScript': 'advanced'}, {'HTML': 'advanced'}, {'CSS': 'advanced'}, {'React': 'regular'}, {'TypeScript': 'regular'}, {'Webpack': 'regular'}, {'Git': 'junior'}]",
